Name,BSE Code,NSE Code,Industry,Current Price,Promoter holding,Sales,Current ratio,Debt to equity,Price to book value,Return on capital employed,Return on equity,Price to Earning,Dividend yield,Market Capitalization,Cash end of last year,High price all time,Dividend Payout
Shreyans Inds.,516016,SHREYANIND,Paper,133.35,50.53,424.67,1.00,0.29,0.82,5.27,3.99,16.59,2.25,184.50,5.54,245.00,47.27
Shreyas Interm.,526335,,Dyes And Pigments,5.34,66.67,0.00,3.81,0.30,1.68,-4.81,-6.33,,0.00,37.84,0.09,116.50,0.00
Shreyas Shipping,520151,SHREYAS,Shipping,404.70,68.94,638.41,3.76,0.48,2.11,9.81,10.66,9.44,0.49,886.52,8.66,839.70,9.92
Shri Keshav,530977,,Cement - South India,53.45,73.03,92.87,3.89,13.69,4.94,5.58,-49.08,,0.00,64.12,7.52,241.66,0.00
Shri Krishna,531080,,Construction,14.53,54.88,19.43,3.03,0.72,0.58,6.55,5.22,12.15,0.00,40.69,7.70,42.15,0.00
Shri Ram Switch.,538430,SRIRAM,Electric Equipment,13.40,60.81,9.05,4.79,2.69,0.82,-16.23,-103.26,,0.00,13.41,5.75,32.45,0.00
Shri.City Union.,532498,SHRIRAMCIT,Finance & Investments,2176.75,34.63,6281.83,10.04,3.43,1.71,11.01,13.46,13.25,1.52,14375.12,5359.51,2650.00,20.48
Shriram AMC,531359,,Finance & Investments,155.50,68.67,4.71,2.12,0.01,1.68,-0.74,-0.92,,0.00,93.30,0.28,224.80,0.00
Shriram EPC,532945,SHRIRAMEPC,Engineering - Turnkey Services,8.28,28.76,522.15,3.12,0.83,0.80,-2.17,-15.36,,0.00,791.41,37.08,377.00,0.00
Shriram Pistons,533021,SHRIPISTON,Auto Ancillaries,942.00,47.30,1881.55,2.45,0.13,1.84,10.52,7.93,12.79,0.64,2107.72,254.75,2498.40,15.13
Shriram Trans.,511218,SRTRANSFIN,Finance & Investments,1334.90,25.10,17928.21,10.93,4.91,1.65,10.26,12.54,15.28,1.35,35893.40,16441.82,1627.75,18.23
Shristi Infra,511411,PEERABASAN,Construction,52.35,74.95,280.46,1.80,9.03,0.96,0.53,-34.29,,0.00,116.22,14.92,1029.00,0.00
Shubham Polyspin,542019,,Textiles - Products,141.25,72.78,38.51,10.69,0.77,11.51,6.59,3.31,353.77,0.00,155.66,0.34,170.95,0.00
Shubhlaxmi Jewel,535125,SHUBHLAXMI,Trading,13.60,69.73,29.12,5.41,0.32,0.73,13.00,10.86,7.10,0.00,11.29,0.18,209.50,0.00
Shukra Bullions,531506,,Diamond Cutting / Jewellery,8.26,57.18,0.58,2.09,3.53,1.74,0.09,0.00,,0.00,4.15,0.00,23.60,
Shukra Jewellery,523790,SHUKRADIAM,Diamond Cutting / Jewellery,5.10,42.54,8.64,1.30,0.14,0.20,1.14,0.46,5.01,0.00,6.92,0.05,24.22,0.00
Shukra Pharma.,524632,,Pharmaceuticals - Indian - Formulations,65.00,49.17,13.05,2.56,0.63,0.65,1.35,0.65,32.83,0.00,10.18,0.41,166.00,0.00
Shyam Century,539252,SHYAMCENT,Mining / Minerals / Metals,14.12,54.49,148.52,10.43,0.04,2.66,16.10,17.15,12.20,0.00,314.15,62.44,20.45,0.00
Shyam Metalics,543299,SHYAMMETL,Steel - Medium / Small,363.95,88.35,6297.07,3.34,0.22,2.55,26.67,26.08,11.02,0.74,9288.77,323.78,461.15,12.60
Shyam Telecom,517411,SHYAMTEL,Telecommunications - Equipment,9.95,66.16,0.05,0.57,,,,,,0.00,11.16,1.92,180.80,0.00
Shyamkamal Inv,505515,,Finance & Investments,29.90,2.59,0.00,1.29,0.02,12.33,4.95,1.00,95.35,0.00,24.79,0.01,35.50,0.00
Sibar Auto Parts,520141,,Auto Ancillaries,7.59,49.12,13.11,1.70,0.42,1.15,-10.31,-17.85,,0.00,12.55,0.13,45.80,0.00
Sicagen India,533014,SICAGEN,Trading,25.90,39.85,617.92,4.86,0.20,0.26,1.53,-1.02,18.77,2.32,102.48,35.00,200.00,-74.06
Sical Logistics,520086,SICAL,Miscellaneous,14.05,27.38,440.59,0.22,2.60,,-11.58,,,0.00,82.09,64.62,612.87,0.00
Siddha Ventures,530439,,Finance & Investments,2.88,5.76,0.00,54.16,0.00,0.16,14.73,14.73,1.14,0.00,2.88,0.16,12.50,0.00
Siddhika Coatins,535378,SIDDHIKA,Trading,92.75,61.34,16.53,4.66,0.02,1.67,7.08,5.13,33.33,0.00,28.66,2.01,92.75,0.00
Siel Fin. Serv.,532217,,Finance & Investments,17.10,75.00,0.00,8.67,,,-35.29,,,0.00,19.40,0.25,37.00,0.00
Siemens,500550,SIEMENS,Electric Equipment,2234.30,75.00,12889.90,1.81,0.02,8.05,11.49,8.29,72.43,0.31,79601.96,5709.60,2318.00,32.42
Sigma Solve,535365,SIGMA,Computers - Software - Medium / Small,292.55,73.22,21.15,14.83,0.09,,61.29,31.17,39.69,0.17,120.27,10.99,340.30,6.73
Signet Industrie,512131,SIGIND,Trading,46.30,72.52,872.86,2.67,1.38,0.67,12.49,6.47,9.76,1.08,136.29,20.66,745.00,10.54
Sika Interplant,523606,,Engineering,668.75,71.72,83.31,2.23,0.00,4.15,27.15,20.34,21.81,0.60,283.55,29.51,744.00,14.30
Sikko Industries,538419,SIKKO,Pesticides / Agrochemicals - Indian,33.00,71.43,38.27,2.23,0.35,1.92,15.94,14.43,14.22,0.00,36.96,0.14,33.00,0.00
Sikozy Realtors,524642,,Construction,1.13,0.27,0.17,28.50,0.12,1.45,1.24,0.29,,0.00,5.04,0.01,5.08,0.00
SIL Investments,521194,SILINV,Finance & Investments,354.00,62.75,26.83,51.75,0.00,0.30,2.68,2.02,21.16,0.71,372.90,63.92,581.70,13.05
Silgo Retail,535117,SILGO,Diamond Cutting / Jewellery,42.75,64.63,31.89,2.48,0.67,1.68,11.37,10.05,19.95,0.00,43.90,0.10,66.70,0.00
Silicon Valley,531738,PRASGLOFIN,Finance & Investments,0.03,2.74,0.03,44.43,2.68,0.39,-7.48,-25.75,,0.00,0.39,0.08,5.05,0.00
Silly Monks,535043,SILLYMONKS,Entertainment / Electronic Media Software,20.95,43.33,23.10,3.59,0.09,1.54,-37.25,-32.18,,2.39,21.39,1.50,86.02,-9.36
Silver Oak (I),531635,,Breweries & Distilleries,46.40,64.71,1.51,2.02,0.96,1.83,-1.58,-6.08,,0.00,17.58,4.69,54.60,0.00
Silver Touch,535031,SILVERTUC,Computers - Software - Medium / Small,165.00,74.08,152.22,2.65,0.01,2.57,3.06,1.22,211.35,0.30,209.24,13.27,194.80,63.64
Silveroak Comm,512197,,Trading,4.10,14.45,4.42,0.54,,,-77.32,-3559.09,,0.00,1.13,0.05,15.75,0.00
Simbhaoli Sugar,539742,SIMBHALS,Sugar,30.15,53.34,1233.99,0.68,,,2.38,,,0.00,124.25,59.37,61.45,0.00
Simm. Marshall,507998,,Fasteners,58.45,58.77,159.92,1.97,2.28,1.63,-8.00,-36.34,,0.00,65.46,0.58,154.90,0.00
Simplex Castings,513472,SIMPLEXCAS,Castings & Forgings,46.60,56.54,92.04,2.43,1.64,0.63,7.75,-2.53,15.87,0.00,28.57,5.05,176.60,0.00
Simplex Infra,523838,SIMPLEXINF,Construction,45.40,49.83,2337.99,2.36,3.64,0.20,-1.34,-30.94,,0.00,259.15,46.68,790.00,0.00
Simplex Mills,533018,,Textiles - Cotton/Blended,11.98,72.08,0.00,0.92,,,,,25.64,0.00,3.59,0.05,79.00,0.00
Simplex Papers,533019,,Trading,9.93,72.05,0.00,2.19,,,-13.16,,,0.00,2.98,0.02,79.20,0.00
Simplex Realty,503229,,Construction,75.85,54.88,4.16,35.60,0.01,0.21,0.47,0.36,28.35,0.00,22.68,0.34,403.00,0.00
Simran Farms,519566,,Miscellaneous,111.05,37.32,357.50,1.50,1.61,2.47,59.70,117.18,3.57,0.00,42.09,19.12,184.25,0.00
Sinclairs Hotels,523023,,Hotels,89.45,62.84,18.92,0.49,0.10,2.32,2.75,1.97,119.20,0.89,249.12,0.62,114.00,63.53
Sindhu Trade,532029,,Miscellaneous,397.85,74.97,695.11,2.78,0.70,3.01,4.68,-0.25,32.19,0.00,2044.95,24.32,413.25,0.00
Singer India,505729,SINGER,Engineering,64.10,58.99,436.86,1.62,0.03,4.77,23.11,15.56,27.33,1.56,344.32,15.78,75.90,50.56
Sintercom India,535047,SINTERCOM,Auto Ancillaries,87.50,67.41,56.31,2.48,0.21,2.16,-1.46,-4.95,,0.00,223.59,8.24,104.80,0.00
Sintex Inds.,502742,SINTEX,Textiles - Spinning - Synthetic / Blended,5.00,4.54,2027.49,0.74,3.47,0.16,-0.93,-35.06,,0.00,300.22,28.10,76.45,0.00
Sintex Plastics,540653,SPTL,Plastics Products,6.58,12.21,950.18,1.00,3.78,0.51,0.00,-56.08,,0.00,403.90,770.85,136.50,0.00
SIP Industries,523164,,Miscellaneous,7.30,,0.00,1.62,2.41,20.08,-28.10,-38.20,,0.00,3.42,0.00,19.08,0.00
Sir Shadi Lal,532879,,Sugar,151.85,56.77,497.09,0.73,0.45,0.24,-0.31,-11.51,,0.00,79.72,8.54,300.00,0.00
Sirca Paints,535083,SIRCA,Trading,408.95,67.55,163.62,5.28,0.07,5.56,11.28,8.51,57.44,0.37,1120.70,78.81,456.00,24.74
SIS,540673,SIS,Miscellaneous,505.85,72.88,9339.87,1.85,0.74,4.06,30.43,35.45,20.21,0.00,7427.26,1088.04,702.41,0.00
Sita Enterprises,512589,,Finance & Investments,16.00,75.00,0.64,21.94,0.00,0.46,3.18,2.70,14.55,0.00,4.80,0.05,33.95,0.00
Siti Networks,532795,SITINET,Entertainment / Electronic Media Software,2.70,6.10,1518.36,0.29,146.17,,-12.78,,,0.00,219.02,115.06,139.90,0.00
Siyaram Silk,503811,SIYSIL,Textiles - Processing,420.95,67.19,1297.67,2.79,0.18,2.57,3.04,0.51,23.52,1.09,1971.34,13.16,799.00,601.96
SJ Corp,504398,,Diamond Cutting / Jewellery,31.80,70.86,3.74,170.50,0.00,3.21,-2.65,-2.05,,0.00,26.57,0.62,204.00,0.00
SJVN,533206,SJVN,Power Generation And Supply,28.15,86.77,2474.13,1.87,0.17,0.86,15.14,13.17,5.92,7.82,11062.38,1305.94,40.15,52.54
SKF India,500472,SKFINDIA,Bearings,3343.60,52.58,3063.02,2.38,0.01,10.57,22.64,17.11,43.81,0.43,16521.57,500.31,3395.00,24.08
SKIL Infrastr,539861,SKIL,Construction,4.77,56.99,29.86,0.13,9.13,,0.18,,,0.00,100.84,0.54,1960.00,0.00
Skipper,538562,SKIPPER,Engineering,84.30,71.89,1635.44,1.69,0.62,1.22,8.99,2.90,36.51,0.12,863.47,26.29,292.50,4.89
SKM Egg Prod.,532143,SKMEGGPROD,Food - Processing - Indian,82.00,55.16,288.51,4.65,0.49,1.88,14.54,15.24,12.92,1.22,216.17,11.19,225.00,16.13
SKP Securities,531169,,Finance & Investments,66.95,74.99,16.58,2.24,0.04,0.90,17.59,15.15,5.53,0.00,22.79,11.81,99.25,0.00
SKS Textiles,535044,SKSTEXTILE,Textiles - Products,20.85,71.91,21.59,1.92,1.83,,-110.47,,,0.00,6.80,1.80,151.00,0.00
Sky Industries,526479,,Textiles - Products,96.85,56.56,63.68,3.25,0.56,2.74,9.12,5.08,20.61,1.03,65.75,2.18,165.00,70.00
Skyline Millars,505650,,Construction,10.01,71.67,4.24,187.92,0.00,1.50,10.56,9.31,17.74,0.00,40.26,7.66,27.00,0.00
Skyline Ventures,538919,,Trading,8.50,7.13,1.06,6.48,0.11,0.72,-0.39,-0.85,,0.00,3.37,0.02,171.50,0.00
SM Auto Stamping,543065,,Auto Ancillaries,14.65,73.12,38.93,1.67,0.77,1.55,1.67,-9.57,,0.00,20.93,0.05,18.00,0.00
Smart Finsec,539494,,Finance & Investments,7.75,72.13,27.50,60.29,1.24,3.20,3.94,6.38,12.57,0.00,23.25,0.12,10.06,0.00
Smartlink Hold.,532419,SMARTLINK,Finance & Investments,112.20,69.89,69.52,2.76,0.12,0.58,4.89,5.51,12.69,0.00,111.33,10.57,137.00,0.00
SMC Global Sec.,543263,SMCGLOBAL,Finance & Investments,79.80,62.32,938.90,1.43,0.64,1.17,16.47,13.72,8.85,1.00,900.54,1091.99,109.85,22.65
SMIFS Cap. Mkt.,508905,,Finance & Investments,40.05,45.37,67.56,2.30,0.00,0.22,0.84,0.07,60.52,0.00,22.39,0.97,199.90,0.00
Smiths & Founder,513418,,Castings & Forgings,4.47,28.69,10.23,5.20,1.34,12.84,8.77,8.35,41.08,0.00,45.59,0.01,21.33,0.00
SML ISUZU,505192,SMLISUZU,Automobiles - LCVs / HCVs,606.55,43.96,662.71,1.55,1.02,3.43,-20.28,-41.74,,0.00,879.00,33.12,1670.95,0.00
Smruthi Organic,540686,,Pharmaceuticals - Indian - Bulk Drugs,302.70,63.39,128.05,3.57,0.16,5.73,39.12,33.23,20.81,0.99,346.48,16.14,419.35,20.11
SMS Lifesciences,540679,SMSLIFE,Pharmaceuticals - Indian - Bulk Drugs & Formln,785.35,67.75,278.69,1.30,0.33,1.88,14.37,10.99,17.46,0.19,236.52,8.90,885.80,3.42
SMS Pharma.,532815,SMSPHARMA,Pharmaceuticals - Indian - Bulk Drugs,154.10,67.30,613.29,3.38,0.62,3.18,17.48,16.48,16.47,0.19,1302.39,40.51,199.15,4.06
SMVD Poly Pack,535038,SMVD,Plastics Products,16.00,65.53,68.31,5.13,1.43,0.37,8.30,2.28,16.20,0.00,7.94,1.23,59.00,0.00
SNL Bearings,505827,,Bearings,255.15,74.39,43.81,5.26,0.00,2.25,20.70,15.76,10.34,1.76,92.11,8.14,473.40,26.17
Snowman Logistic,538635,SNOWMAN,Miscellaneous,42.80,40.25,248.04,4.07,0.53,1.70,3.02,0.01,,0.00,715.14,43.80,134.70,0.00
Sobha,532784,SOBHA,Construction,861.75,51.98,2272.10,1.67,1.26,3.37,12.25,2.56,122.79,0.41,8165.21,204.15,1248.00,53.31
Sofcom Systems,538923,,Computers - Software - Medium / Small,11.49,72.60,0.00,0.30,0.82,1.43,-1.47,-7.49,,0.00,4.77,0.09,80.00,0.00
Softsol India,532344,,Computers - Software - Medium / Small,148.40,72.42,43.31,11.55,0.00,1.60,11.01,9.29,14.47,0.00,249.61,18.99,226.15,0.00
Softtech Enginee,535078,SOFTTECH,Computers - Software - Medium / Small,122.50,43.39,41.57,5.61,0.46,1.67,7.01,4.05,42.11,0.00,116.23,0.38,133.40,0.00
Solar Industries,532725,SOLARINDS,Chemicals,2498.80,73.15,2849.72,2.63,0.50,14.32,19.84,18.65,68.04,0.24,22572.84,181.20,2826.30,19.65
Solara Active,541540,SOLARA,Pharmaceuticals - Indian - Bulk Drugs & Formln,1418.60,41.07,1674.03,3.16,0.39,3.21,15.50,17.17,22.23,0.49,5095.42,198.54,1859.95,11.36
Solex Energy,532566,SOLEX,Power Generation And Supply,49.50,70.66,79.62,2.22,0.51,1.68,10.65,7.13,24.29,0.61,39.60,2.07,68.45,8.93
Solid Containers,502460,,Paper,52.25,73.26,0.00,0.82,,,-15.27,,,0.00,22.89,0.13,60.60,0.00
Solid Stone Co,513699,,Miscellaneous,27.90,70.09,19.83,1.88,0.83,0.72,3.54,-3.66,,0.00,15.01,0.49,165.00,0.00
Solis Marketing,538575,,Trading,0.28,6.20,0.00,2.24,0.44,0.16,0.12,0.19,,0.00,0.86,0.13,70.50,0.00
Solitaire Mach.,522152,,Engineering,32.65,45.11,17.30,3.38,0.00,0.97,12.26,9.63,11.77,3.06,14.83,3.15,94.75,31.69
Som Datt Finance,511571,SOMDUTTFIN,Finance & Investments,51.40,69.34,8.17,4.00,0.00,2.74,29.24,26.77,7.67,0.00,51.45,0.06,71.75,0.00
Som Distilleries,507514,SDBL,Breweries & Distilleries,47.00,24.48,299.05,1.32,0.74,1.08,-3.95,-12.65,,0.00,305.45,14.47,161.41,0.00
Soma Textiles,521034,SOMATEX,Textiles - Composite,7.94,63.68,15.49,0.38,,,-11.67,,,0.00,26.42,27.49,64.25,0.00
Somany Ceramics,531548,SOMANYCERA,Ceramics - Tiles / Sanitaryware,824.15,54.77,1810.98,2.42,0.69,5.33,12.62,10.92,36.46,0.29,3489.09,149.05,977.60,17.64
Somany Home Inn.,542905,SHIL,Trading,412.65,51.11,1932.14,1.84,0.57,9.04,21.78,18.20,33.95,0.07,2937.13,7.62,468.80,3.96
Somi Conv.Belt.,533001,SOMICONVEY,Miscellaneous,50.80,59.05,47.87,4.65,0.36,0.96,6.98,2.85,33.93,0.00,59.38,2.94,87.00,0.00
Sona BLW Precis.,543300,SONACOMS,Castings & Forgings,651.95,67.30,767.17,2.76,0.32,31.04,17.59,16.96,190.19,0.00,38003.49,0.11,689.00,576.91
Sona Hi Sona,535348,SONAHISONA,Diamond Cutting / Jewellery,15.50,73.19,62.46,20.49,0.67,1.22,4.62,0.61,200.15,0.00,26.02,0.09,16.25,0.00
Sonal Adhesives,526901,,Packaging,11.26,62.71,20.99,0.62,,,-4.47,,,0.00,6.82,0.69,18.32,0.00
Sonal Mercantile,538943,,Finance & Investments,29.00,24.92,19.06,0.08,0.64,0.20,5.27,7.05,2.97,0.00,42.74,0.01,50.00,0.00
Sonam Clock,535087,SONAMCLOCK,Miscellaneous,65.00,74.13,79.62,6.16,0.94,2.09,11.61,11.33,19.48,0.00,65.05,0.32,67.35,0.00
Sonata Software,532221,SONATSOFTW,Computers - Software - Medium / Small,925.30,28.17,4544.18,1.65,0.10,10.75,41.62,30.69,34.68,1.51,9737.26,677.09,969.50,59.62
Soni Medicare,539378,,Healthcare,31.35,69.79,21.33,1.96,1.56,2.93,1.48,-11.74,36.14,0.00,13.37,0.92,38.00,0.00
SORIL Infra,532679,SORILINFRA,Miscellaneous,120.00,64.71,157.26,7.08,0.98,1.22,5.95,6.88,54.40,0.00,377.54,24.08,890.15,0.00
Source Industrie,521036,,Textiles - Processing,2.20,13.03,0.03,18.41,0.00,0.53,-2.52,-2.52,,0.00,2.51,0.05,35.00,0.00
Source Natural,531398,,Pharmaceuticals - Indian - Bulk Drugs & Formln,141.00,74.37,28.03,3.98,0.07,6.89,33.59,29.44,23.10,0.00,90.76,2.71,224.90,0.00
South Asian Ent.,526477,,Trading,31.70,61.07,0.65,30.37,0.00,1.79,-1.54,-1.54,,0.00,12.68,5.25,34.55,0.00
South Ind.Bank,532218,SOUTHBANK,Banks - Private Sector,10.32,0.00,7051.96,9.78,14.95,0.37,5.30,1.10,,0.00,2153.50,8767.88,34.75,0.00
South West Pinn.,535049,SOUTHWEST,Mining / Minerals / Metals,124.95,74.68,111.64,3.79,0.48,3.57,12.52,10.48,30.83,0.40,348.64,6.70,125.35,13.30
South. Magnesium,513498,,Mining / Minerals / Metals,20.95,53.36,1.94,22.60,0.55,2.55,-0.85,-3.59,,0.00,6.29,1.01,49.50,0.00
Southern Infosys,540174,,Computers - Software - Medium / Small,19.70,72.41,21.18,1.04,0.00,1.90,2.32,1.36,,0.00,9.89,0.39,35.00,0.00
Southern Latex,514454,,Textiles - Products,11.30,55.21,0.00,48.82,0.00,1.42,4.15,3.29,43.79,0.00,8.32,0.03,17.20,0.00
Sover. Diamonds,523826,,Diamond Cutting / Jewellery,7.70,65.01,17.99,13.86,0.94,0.35,-1.64,-10.79,,0.00,4.45,1.28,18.08,0.00
Space Incubatric,541890,,Miscellaneous,1.52,24.12,0.00,136.00,0.01,0.16,0.80,0.60,37.59,0.00,5.26,0.03,4.45,0.00
Spaceage Product,538920,,Trading,80.65,61.57,0.18,8.50,0.05,125.21,4.46,3.12,3699.28,0.00,406.92,0.21,80.70,0.00
Spacenet Enterpr,513249,SPCENET,Computers - Software - Medium / Small,2.10,55.71,8.48,0.76,,,-9.28,,,0.00,33.21,0.42,2.10,0.00
Span Divergent,524727,,Miscellaneous,13.07,64.13,8.53,0.86,1.50,0.59,-13.72,-38.08,,0.00,7.14,0.84,101.50,0.00
Spandana Sphoort,542759,SPANDANA,Finance & Investments,558.10,62.38,1536.81,3.44,1.91,1.32,8.82,4.85,29.39,0.00,3578.54,1376.11,1400.00,0.00
SPARC,532872,SPARC,Miscellaneous,291.55,68.46,89.50,0.49,,,-246.18,,,0.00,7675.63,9.31,593.96,0.00
Sparc Systems,531370,,Computers - Software - Medium / Small,10.87,24.51,0.15,17.13,0.05,3.69,-80.89,-81.97,,0.00,5.32,0.01,12.74,0.00
Spark. (I) Finsh,540211,,Finance & Investments,10.82,6.99,0.00,0.03,0.11,1.38,-7.36,-8.56,,0.00,4.33,0.00,14.73,0.00
Speciality Rest.,534425,SPECIALITY,Hotels,86.60,51.20,172.30,1.49,0.00,2.97,-11.24,-22.22,,0.00,406.91,7.20,227.00,0.00
Spectra Industri,513687,,Auto Ancillaries,3.83,55.73,0.00,0.40,,,-12.47,,,0.00,2.71,0.08,50.10,0.00
Spectrum Electr.,535112,SPECTRUM,Electric Equipment,50.25,68.91,151.31,2.85,1.00,0.99,9.62,7.99,12.86,1.99,75.98,8.46,69.00,25.55
Spectrum Foods,531982,,Food - Processing - Indian,22.95,42.38,12.10,0.85,8.01,,2.20,-238.51,,0.00,11.13,0.07,124.00,0.00
Spel Semiconduct,517166,SPICELEC,Electronics - Components,25.55,59.17,12.31,1.34,0.35,1.49,-4.20,-7.47,,0.00,117.84,0.05,52.70,0.00
Spencer's Retail,542337,SPENCERS,Trading,127.35,56.51,2433.01,0.98,5.04,6.13,-7.22,-74.74,,0.00,1147.40,57.75,171.75,0.00
Spenta Intl.,526161,,Textiles - Products,68.40,64.48,30.52,4.32,0.79,0.78,0.12,-6.30,630.28,0.00,18.91,4.72,225.60,0.00
Spentex Inds.,521082,SPENTEX,Textiles - Cotton/Blended,1.40,,108.96,0.07,,,,,,0.00,12.39,1.13,78.00,0.00
Spice Islands Ap,526827,,Textiles - Products,7.20,62.34,6.72,1.30,2.61,4.02,-46.54,-103.23,,0.00,3.09,0.43,52.15,0.00
SpiceJet,500285,SPICEJET,Transport - Airlines,75.65,59.53,5775.42,0.33,,,-18.07,,,0.00,4546.43,35.52,156.90,0.00
Spicy Entertain.,540084,,Entertainment / Electronic Media Software,3.58,25.74,32.57,,,,,,,0.00,5.91,,24.00,0.00
SPL Industries,532651,SPLIL,Textiles - Products,48.90,68.93,113.34,23.63,0.03,1.00,13.33,9.99,10.09,0.00,141.81,82.53,118.90,0.00
SPML Infra,500402,SPMLINFRA,Construction,10.42,29.88,778.90,3.58,7.03,0.15,-2.76,-36.27,,0.00,37.45,59.36,599.50,0.00
Sportking India,539221,,Textiles - Spinning - Synthetic / Blended,1671.50,74.16,1535.20,4.09,1.80,7.95,23.01,42.10,12.51,0.00,2220.96,0.83,2046.95,0.00
Sprayking Agro.,540079,,Engineering,29.50,72.77,18.60,13.74,0.04,1.07,-1.17,-6.40,,0.00,9.36,0.03,32.40,0.00
SPS Finquest,538402,,Finance & Investments,69.50,55.94,23.32,2.27,1.62,2.68,24.46,28.90,9.26,0.00,70.46,0.65,92.00,0.00
SPS Intl.,530177,,Trading,5.20,43.90,1.82,29.27,0.00,0.31,-21.22,-23.79,,0.00,1.68,0.54,25.20,0.00
Square Four Pro.,526532,,Construction,6.75,74.63,0.00,1.04,0.19,0.33,2.42,2.89,12.26,0.00,6.62,0.06,127.10,0.00
Sr. Jayala. Auto,530037,,Textiles - Cotton/Blended,3.59,14.20,5.79,2.57,,,-26.04,,,0.00,1.61,0.18,31.00,0.00
Sr.Rayala.Hypo,532842,SRHHYPOLTD,Chemicals,378.70,62.05,1002.85,2.65,0.18,1.68,20.85,17.33,9.95,0.79,649.03,138.53,417.00,8.50
Sreechem Resins,514248,,Chemicals,33.40,21.01,46.74,2.26,0.77,1.78,24.78,28.07,5.37,0.00,13.36,0.08,47.95,0.00
Sreeleathers,535601,SREEL,Leather / Leather Products,185.15,72.29,92.56,2.04,0.01,1.37,4.82,3.50,33.01,0.00,431.40,4.97,353.00,0.00
SREI Infra. Fin.,523756,SREINFRA,Finance & Investments,6.68,60.80,3017.25,7.18,8.04,,-11.84,-1740.43,,0.00,339.41,1443.29,162.22,0.00
Srestha Finvest,539217,,Finance & Investments,2.28,0.00,4.69,7.75,1.74,1.12,4.86,-4.09,,0.00,18.81,2.85,14.48,0.00
SRF,503806,SRF,Chemicals,12039.75,50.77,9554.29,1.65,0.51,10.41,18.01,20.32,50.38,0.04,71338.70,282.00,12522.20,12.07
SRG Housing,534680,,Finance - Housing,166.50,61.54,74.91,3.05,3.05,2.31,15.62,22.35,11.16,0.00,216.45,27.01,367.70,0.00
Sri Adhik. Bros.,530943,SABTN,Entertainment / Electronic Media Software,2.49,22.13,0.00,0.03,,,,,,0.00,8.97,0.31,311.50,0.00
Sri Havisha,531322,HAVISHA,Miscellaneous,1.36,34.20,0.00,0.18,0.00,1.05,-1.94,-1.94,,0.00,21.69,0.01,12.00,0.00
Sri KPR Inds.,514442,,Plastics Products,18.90,64.14,9.11,4.67,0.02,0.35,8.36,8.98,3.29,5.29,38.08,2.69,39.60,20.98
Sri Krishna Con.,539363,,Construction,6.32,28.66,3.47,1.72,0.00,0.22,1.82,2.12,9.74,0.00,6.62,0.10,182.50,0.00
Sri Lak.Sar.Arni,521161,,Textiles - Cotton/Blended,26.35,55.09,86.01,0.40,,,,,,0.00,8.78,1.21,67.80,0.00
Sri Nacha. Cott.,521234,,Textiles - Cotton/Blended,48.30,55.41,175.22,5.82,1.73,0.64,7.11,1.71,5.47,0.00,20.77,2.44,67.90,0.00
Sri Ramakr. Mill,521178,,Textiles - Cotton/Blended,17.13,64.00,28.35,5.83,3.56,1.28,13.38,6.95,6.49,0.00,12.20,0.04,47.10,0.00
Srikalahas. Pip.,513605,SRIPIPES,Steel - Medium / Small,210.15,48.15,1735.90,2.71,0.20,0.66,10.02,7.00,6.32,2.86,977.89,362.82,448.85,27.03
SRM Energy Ltd,523222,,Power Generation And Supply,2.62,71.19,0.00,74.00,,,-129.17,,,0.00,2.37,0.14,69.00,0.00
SRU Steels,540914,,Trading,17.10,19.36,26.29,2.97,0.00,1.10,6.15,1.70,62.14,0.00,13.67,9.67,19.20,0.00
SSPDL Ltd,530821,,Construction,17.25,53.91,5.96,1.34,87.51,35.40,-3.16,-186.41,,0.00,22.30,0.75,288.20,0.00
SSPN FINANCE,539026,,Finance & Investments,9.90,28.26,0.37,6.05,0.01,0.87,1.86,1.40,62.54,0.00,3.75,0.28,64.10,0.00
St Bk of India,500112,SBIN,Banks - Public Sector,469.20,57.62,277135.46,3.65,15.06,1.52,4.53,8.21,16.75,0.85,419017.24,347707.04,475.00,15.93
Stampade Cap-DVR,570005,SCAPDVR,Finance & Investments,16.80,42.79,233.33,5.89,1.52,1.36,-9.62,-44.91,,0.00,94.28,98.42,20.45,0.00
Stampede Cap.,531723,STAMPEDE,Finance & Investments,0.78,18.68,3.28,1.70,1.88,10.84,-33.79,-67.97,,0.00,123.85,0.95,64.00,0.00
Standard Battery,504180,STANDRDBAT,Trading,25.65,40.62,0.00,6.32,0.00,0.98,-7.57,-5.14,,0.00,13.26,1.17,51.90,0.00
Standard Inds.,530017,SIL,Trading,15.52,20.15,13.03,0.60,,,40.21,,17.97,0.00,99.71,63.23,117.60,0.00
Standard Shoe,523351,,Trading,8.20,35.42,0.00,0.17,,,,,,0.00,4.25,0.02,25.75,0.00
Standard Surfact,526231,,Detergents / Intermediates,130.35,57.26,106.52,5.97,1.26,5.30,10.90,13.17,35.43,0.00,93.17,6.43,163.30,0.00
Stanrose Mafat.,506105,,Finance & Investments,96.95,48.58,0.06,20.59,0.04,0.66,-8.01,-8.65,,6.19,38.49,3.42,238.95,-50.75
Star Cement,540575,STARCEMENT,Cement - North India,107.90,66.21,1939.08,3.76,0.01,2.15,13.68,12.24,21.04,0.00,4456.39,490.35,151.90,0.00
